Model-Name,comment,stars
"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage)","









  
  
    
  I am giving this review after spending 20 days with this Phone. I am a retail user and after 6 year of redmi and realme user now buy the Samsung just because of Samsung+Snapdragon and very much dispointed. Here are some Pros and Cons which will help other user like me to decide whether they will buy it or not.Cons :1. No Haptic Feedback2. Low sound quality speaker at Rs 25K3. No apps lock features inbuilt4. No Case Cover in Box5. Plain Plastic back design at 25K which attract too much scratches.6. Samsung trusted Knox security not fully enable on this phone i.e no secure folder option.7. When Sealed Package open then phone display contain so much dust. Not expected the packaging like this from brand like Samsung.8. Gorila Glass 3 protection under 25k i.e out dated glass protection after using 2 days with full care i got one scratch mark on display.9. NFC given but Samsung Pay not there in this phone.10. Audio output in my boat rockers bluetooth headset with this phone is not as much as lound as compare to my previous phone Redmi Note 7 pro.11. Without using phone it take 2 hour to charge but when you use it frequently then it take 2.30-3 hour to charged it full from 0-100%.12. Full battery drained in 12 hour with non stop used including youtube, whatsapp Facebook, messaging, etc except game.13. No Carrier aggregation: Using Jio sim in Samsung M51 and realme X2 pro and both contain different net speed in which Samsung giving me 5mbps and realme x2 pro giving me 9-10mbps.14. Calling issue: while talking through ear piece on call, the person can hear my voice clearly. But if i put the call on loudspeaker, the receiver of call cant hear my voice or he hear my sound very low. Turning back to earpiece the person is able to hear me again.15. Camera Zoom quality is not good. When you focus on Sky whole pic turn into blue. i.e saturation level is too much high in this phone (Image attached).16. While watching movie video in this phone or playing video in youtube brightness fluctuate fast too much automatically i.e Adaptive Brightness issue.Pros :1. Super amoled plus display2. Camera quality Good3. 7000 Mah battery4. Till now Ram management is goodTo much hype created every where for this phone and due to this many user like me has purchased this phone but this phone under 25k is really not value for money. I am going to resale this phone. There are so many phone below 25k with best facilities as compare to this Samsung m51.Conclusion : Phone is overpriced and performance is average

  
",2.0 out of 5 stars
"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage)","









  
  
    
  After using for more than 2 day's I must say, snapdragon 730g works wonderful .CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mega Pixcel and more feature in selfie camera.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M51 feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. 6.7 inches display is good to handle as it is well managed for one hand use also.

  
",5.0 out of 5 stars
"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage)","









  
  
    
  It has issue with camera in night mode and pro mode.It seems like there is dust present on camera sensor which is only visible in dark photos. When photo is clicked with lens covered completely,  it shows hundreds of white spots in image, same happens with pro mode too. (This is not regular image noise)

  
",2.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.BUILD QUALITY. Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.BATTERY.Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.PROCESSOR.After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.SOUND QUALITY.After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.Bang for the bucks go for it. Thanks Amazon for Safe delivery.

  
",5.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  Ordered on Prime day, 6th August 12 AM. Received the phone on 8th August.All aspects of the phone is on par or above the next segment.Display is gorgeous.Lookwise it doesn't feel like an M series phone.FP sensor works well although it can store only 3 fingerprints.Camera is overall good. Can't say it's a camera centric phone obviously. However it has some good outputs6000mah battery with 25W fast charging is awesome. (you get reverse charging as well).The only con i felt till now is the exclusion of a phone cover in the box. This might sound silly but I'm one of those guy's who use phone with a cover only to be on the safer side. Just because there is no cover I'm unable to use the phone as my daily driver right now.Come on Samsung. How much will a tpu cover cost for you?? 50Rs??M31s is actually A51 without on screen fp. It has better specs than A51 which retails around 8-9k than M31s which makes this phone one of a kind.The dimensions are also the same as A51. So you can use the same tempered glass but cant use A51 back cover for M31s since it should have the cutout for side mounted fp scanner.Overall a great phone. Value for money I should say. If you are not a heavy gamer this is the best choice around.Will update the review after using the phone for 2 weeks.Till then book your phone and wait for the delivery as it is back-ordered at this moment.

  
",5.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
   This is to share my horrible experience with Amazon and Samsung. The phone arrived dead and I have to make multiple calls, emails to team to get it replaced. After technician report confirming that phone is dead they now asking me to go for a refund as product is no longer in stock.

  
",1.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  Strongly recommend No..why samsung make lot advertise on m31s.really don't know wt makes new compared to other M series. 'Single take' shot option really useless.People who r looking for camera please don't buy m31s.All the modes camers pictures are 95%blur mode.perfomance of mobile is not up to expectations.When turns into selife mode really shocked IS IT HD photo or Asian paints colored WALL.REALLY SHOCKED.THIS TIME SAMSUNG DISAPPOINTED.Videos display is also not so effective. Starting of series most of them said not  a gaming mobile.really its not gaming mobile.No samsung pay Nfc,No backcase,l.Rather than spending 20k on m31s supposed to switch another model.Name it as blur mobile.THANKS

  
",1.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  Initial impression after using for one day.1. The display is Gorgeous. Feels like a high end device2. Specs say 6000 MaH battery. Power management is not up to the mark. Without using any power intensive app battery drain is quite pronounced and noticeable.  Hopefully Samsung will release a patch to fix this3.Camera: Impressive.  Good lighting conditions result in beautiful and detailed shots. Struggles a bit during the low light conditions. Overall quite ok for the price.4. Processor: Not the fastest out there  but does the job. Nothing to complain about5. Fingerprint scanner is decent.6. No back case in the box. Will take time to get new case delivered.  Case is necessary as the back panel is quite slippery7. I believe the cost should have around 17K instead of 19.5k...! But if you want a non Chinese phone then this is a good option to consider

  
",4.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  purchased the phone on very first day, delivered by amazon on the next day - excellent serviceabout phoneused it for 2 days and then screen blacked out and phone not workingtried many things as suggested by amazon tech team but its still not workingreplacement order placed but it shows 20 days to deliver next onenever expected this quality from samsung

  
",1.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  I am using this for last 2-3 days now.This is my review after actually using this pgone in all aspects.Pros -1. Canera - Excellent camera - Good low light photography.  64 Megapixel does uts wor. Inteli Cam is just awesome.2. Display is just Superfine even in direct sunlight it works Excellent.Touch is just Excellent.3. Phone looks really cool in hands.4. Smart pop up feature is also good to have.5. UI is good.6. Speaker sound is good.7. No issues in calls - No call drips using Airtel sim.Overall its very nice experience using this phone.I researched alot before burying this phone and i am happy that i made this choice.Cons -1. Battery doesn't look like 6000 MAH it typically gives 1.5 days backup with single charge which other phone alao gives with relatively less Mah Battery.I was hoping to get little more backup2. Processor  - Could have been better3  No back cover for phone as it is hard to find in a market

  
",4.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  Don't buy anyone worst product, Waste of money rs 18000. This product too much heating, display quality very low and touch screen not working, Camara is very worst like 2mp Camara, also don't trust Amazon. I have ordered credit card payment. they cancelled orders and not refunded. I have raised complaint against Amazon but no use. don't purchase in Amazon. Samsung m31s hanging even I am not installed single game

  
",1.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  An excellent device would not be an enough word to describe this phone.Got it through prime and Amazon delivered it before time once again delighted with wonderful service by Amazon and the device is a masterpiece.Loaded with awesome features like 1 click camera, 6000mah battery, reverse charging, bigger and butter smooth super amoled display.Samsung has started to capture the Indian market and that ultimately allow us as customers to get rid of data stealer and spy Chinese phones.You can definitely go for this phone blindly

  
",5.0 out of 5 stars
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","









  
  
    
  Hi all,From Samsung M31s.Bought it on Amazon Prime day sale. Placed the order by 00:04 of 6th August (Day-1 of the sale) and got it very next day Noon 2pm itself. Kudos Amazon India.Grabbed it for 15,999 with a 2k coupon code and HDFC's 10% discount.But, ordered a Matte Back cover and Matte Temper glass (As it didn't come with the box and also wasn't available near me in Chennai). Delivery date is 18th to 25th Aug which is pathetic. I have to take care my SaM31s like a baby.Small review as per my knowledge -On-hand, its so good. (Earlier was using OnePlus 6) Size wise bit bigger that 1+6 (6.5"")Comparing to Nord, we have Memory card slot - no dependency.While updating the phone on first start, i felt bit heat. But later, it was fine.Charged a 100% and had an extensive usage (not a gamer). Battery lasts more than 36hrs (with Bluetooth earphone at times).Charging happened in 70-75 mins with intermediate usage in between.Earphone Jack available comparing to Nord, better than Bluetooth earphone which consumes charge and needs charge for earphones too.Settings - an ocean of settings, wonderful touch sensor and additional features for lock facilities.But, doesn't have indicator on the front face (which shows if notifications are received)No option to find app usage statistics.Audio - Its so good with clear audio in all needs.Photo - Video : Excellent quality of photos and Videos even in a 3x Zoom. Front camera is bit down.Macro Mode is giving a great pic of Close shots.Has Slowmo, Super slowmo, Hyperlapse, Panaroma.AR zone is pure magical. Different features for Front cam and Back cam.Reverse charging facility is amazing. But the box doesn't have USB - charge cable.Overall - M31s is a price worthy with sooo many options.EDIT : Corning Gorilla Glass 3 is fine,just on 10th day of my purchase, my phone fallen down with less than 1m height (slipped from hand) and display borken 💔Handle with care.

  
",5.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  i received defective iphone 7 32GB silver colour during ""Great Indian Festival Sale 2018"".Amazon delivered the product in a Day.But Product seems to be non functional. as Rear camera get Freeze due to faulty camera sensor. Just to save the time & money, i bought it from Amazon online E-store. Now Amazon representative, asked me to visit Apple Service store. So far i have wasted my precious time & my mind . The phone was sold by ""Sold by Appario Retail Private Ltd "" .I'm really fed up till now. expecting Amazon to do quick action against it.

  
",1.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  Redmi phones cameras are great, of course iPhone is better but is the 6 more Redmi phones that I can get for 1 iPhone justifiable for such a difference in price? Well, absolutely yes.iPhone camera is not just better, it is so much better than comparing them are like comparing a Alto with BMW, yes both have 4 wheels, both have AC, both can run at 100 kmph, but you know the difference.The high price of iPhone is so justified by the sheer brilliance of camera it has. Sure it is just 12 MP, but the clarity, my o my!Sure the battery is just about 2600 compared to 3500 of a Redmi, but it lasts longer than a Redmi.I know I am comparing a low budget phone to a premium one, but there are so many people (I was one of them) who were not able to see the reason behind the steep price of iPhone.I have been using a MacBook for 10 years and since my work depends on it, I need it, but a phone? Why? It is not a necessity like the laptop, it is just for calling and taking pics occasionally, and I have my SLR for photography.But I was so wrong, an iPhone is an iPhone. Once you use it, there is no turning back.My last iPhone was a 4S and then since I love buying phones every 6 months, I shifted to Android (Redmi, Samsung, Honor) to satiate my hunger for new phones. All these phones are superb, no doubt, but once you use the iPhone 7, you know that the difference between these phones and iPhone 6s has got much bigger because of the camera.And features like Airdrop (100 pics transferred from the phone to Macbook within 4-5 seconds) are so good if you are using both iPhone and Macbook.Bottom line, iPhone 7 has jumped a big leap from the 6s and the 8 is almost similar. The X is double the price of a 7, so probably all things taken in account, the iPhone 7 is the best value for money among all phones in India

  
",5.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  Thanks for Amazon service. phone is very nice and cool also is the display was very very cool the sound clarity is excellent and phone is very slim. And the processor is very fast Nice performance in gaming. Compare to other phones this is superb.

  
",5.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  My phone is not working since it has been arrived. Complain done atlest 10 times with the customer care but no positive response. I think i am wasted mine 38k. Amazon is a brand but still no response even they are constinusly saying that we cant do anything in this situation. VERY DISSAPOINETD THIS TIME.

  
",1.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  If you are an apple fan !! This is a true beauty to go for !!

  
",5.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  First of all one would want to know is the product genuine and not refurbished coz during Amazon Big Sale I got it for 35k.Before unboxing the I checked up at Apple website and Online check with serial no , EMEI no and other detailsAnd it was 100% genuine and new Handset.Phone is working greatDelivery was also quick in 03 days ..

  
",5.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  Very good specs which can handle updates for next 4 yrs .Good phone for people who don't use power hungry apps for long durations ,camera definitely upto the mark

  
",5.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  This iPhone7 is in hearing problems. What Can I do

  
",2.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  in 20 days i found my battery health 98% which was very disappointing experience.  i suggest all the users for not to buy any apple device which is very worst battery setup.

  
",1.0 out of 5 stars
Apple iPhone 7 (32GB) - Black,"









  
  
    
  Exactly after one year 1 week the ear piece ddnt work. when i went to the store they asked me 35k for replacement. useless phones. for the premium price tag of 55-60K the phones dont even work for 1 year. I had 5s, 6 Plus and this 7. All had same type of problems and the phone went into trouble exactly after warranty.Useless.These big companies take india and indians for a ride.I would never buy any apple products for sure.

  
",1.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  Actually asusual best phone by redmi.Amazing phone design with best quality camera. Very excellent built quality. It comes with 33w fast charging which is really fast.But I wish it would have 90hz refresh rate.

  
",5.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  Please don't buy it.It's not a quality mobile, it just like Redmi Note 4.  No special features added in Redmi Note 9 Pro Max which can be differentiate with Note 4.  Battery is not so good, it doesn't retain power long time.  Other company's mobile are giving some special technology like Samsung M31 (6000 mah battery, Amoled Screen, sony camera lense and so many features) in lesser price.  It is not a value for money, not a good product.  Why the company has fixed so high price? The answer I would like to know from company.  After purchasing it feel nothing worthy with the set because I am still using Redmi note 4. Just looting with custom in the Covid 19 pandemic situation.  No discount isoffered in credit card nor no cost EMI nor Exchange in flash sale.  In the name of flash sale seller makes fool to us. This is my personal experience and opinion.  If any body hurts, I feel sorry, but I revealed the truth.You can get far better mobile with this price of ₹18, 500. Its a cheating with the customer because price is high but no quality improvement in comparison with Redmi Note 4.  I feel better Redmi note 4 with lesser price than 9 Pro Max.

  
",1.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  Product performance is poor.Its speed is like 2 GB RAM mobile.Processor is too slow feels like very old mobiles.Battery drains very fast.Worst mobile performance.Not even like Redmi Note 4.Waste of money. 17000 is too much price for such poor performance.I think worst product from Xiaomi RedMi.Samsung M31 is far better in performance and battery.

  
",1.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  Battery backup nyc and fast chariging back camera best but front camera good  nyc looking phone

  
",5.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  guys beware wifi doesn't work when you lock your phone for 10min. again when u unlock it it works. seriously issue.  redmi should work upon

  
",4.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  Awsome product. I had my doubts buying another Redmi device after my mom bought one for herself 1 year ago. It got the annoying ads problem. But so far I'm yet to see my first ad. You have to be careful the first time you switch on the phone out of the box and untick all the personalization stuffs. Same goes for the first time opening any apps after booting. If then, u'll probably never see any ads like me. The battery is what they promised and it holds up to more than 1and half days for moderate usage. And the fast charger is pretty cool. 1 hour from 0 to 100%. It has Navic which is really accurate(tested it with GPS). It's really big but its right for me since my hands are big too. But probably for lots of people they'll have to always use both their hands for operating the phone, my mom finds it pretty hard to use. So, my honest review is, in 2020 this is an awesome choice and great value for money if you have big hands.

  
",5.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  I waited a lot longer to get this phone. But thanks to Amazon that on its very first sale i got hold of one.✓Camera✓Battery✓Big Display✓Processor✓Sound✓User Interface.✓Display Quality.

  
",5.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  Not satisfied with productSince we use redmi mobile brand in my family even base varaint sounds good performance after 2years when am using this for first time. Dis appointment on purchasing this.I tired to record voice from this mobile around 1pm and sound was good. I thought wow such a nice but after 30min . Very aloud recorded voice was under ground the earth. Later I compares recording with redmi 5A andRedmi note 4 and this phone but I couldn't hear anything in redmi note 9pro max. How come within few minutes this change happening in 3hrs useage of mobile in the first day.  Soon charge drains without useage ,What will b future then?

  
",1.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  Amazon is providing best service during this pandemic.Flipkart is now worst e-commerce service.Delivered on time and mobile is too good.

  
",5.0 out of 5 stars
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange","









  
  
    
  Honest review, 16 May 2020 product delivered. Ear speaker not working from 10th June 2020. When tried to take service center from same day.. they gave appointment on 17th June 2020.Camera quality is worst... If you want camera then do not buy...In India there should be a law if they say 64mega pixels camera if we do not get even 5 megapixel they should be punishable... As they are selling fake goods..This is my honest 💯 review...

  
",1.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  Hell man! Im a oneplus fan till i buy this mobile,Camera of this phone is completely worse before i was using oneplus 6 ,op6 camera is much better when compared with op8.....and important point to note that this phone does not even compete with my moms phone samsung a50s which is 15k rs phone.Lastly if you dont trust reviews on this,Kindly reach me out atI will provide you the originals pictures,because i have wasted 40k ...not let you guys to wasteNote: i have seen all reviews in youtube,but all will say it is bit bad .....but it is completely bad.

  
",1.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  I changed OnePlus 8, 4 times! Due to something or the other defects (like headache giving screens, line marks at the back of the body, etc) as it's expensive!Phone boxes were puffed, torned, some displays were dull if noticed closely, more warm and yellowish. No control by OnePlus on this. People go nuts like ""wow what a display"" not realizing that they are being given inferior quality displays of Samsung.I hope I really hope people strive for perfection to really understand and get what they are paying for by controlling their excitements a bit and forward stronger feedbacks, as I believe I was listened and Amazon India did helped me too.My 5th device came altogether from a different location, excellent box, phone built and display feels more broader even with same dimensions, no two parallel lines design or defect at the back, it's clean and curvy like OnePlus 8 8gb variant (mine is the 6gb one). Screen display is still more warm which I didn't want but colors are very punchy and clearly shows the display is far better than previous returned devices.1st OnePlus 8 8gb - Had a very long permanent line mark at the back of the body if looked closely.2nd OnePlus 8 8gb - Display's blue light filter had issues I'm sure as it gave me headache in seconds, eye strain as well.3rd OnePlus 8 6gb - 2 parallel lines on edges of the back body if the device was tilted a little, was like a dent kind of design or defect (I believe though this one had the best display even than the 5th one that I'm keeping and more smoother 90 HZ).4th OnePlus 8 6gb - 2 parallel lines were again there so I thought it's normal and was okay with it, but display was yellowish and dull, playing pubg with graphics optimization made the game look more ugly in extreme hd settings (hdr sucks). Looking at Images on articles, etc were looking just good.5th OnePlus 8 6gb variant - As told above there are no 2 parallel lines, punchy colors, not dull and very good display, however still yellowish in large part of the screen and whitish around above and right & left edges of the screen in vivid mode (I did noticed in some displays it was not this warm). I also noticed vivid mode was nicer and whiter in previous devices than this one whether they were dull or not.I also know screen being yellowish a bit makes video viewing an amazing experience to make it more natural for skin color, etc. But should be less and corrected with all the flaws mentioned. However, I'm tierd and somewhat satisfied but will want OnePlus to correct if possible with software update without compromising any quality of the display.It's said that Apple never compromises on quality, they even delay their production if they find any imperfections (I don't like iOS or use Apple though).  OnePlus should do like this.Not happy at all with this kind of support. I noticed paying more (when I got the 8gb one) was really like getting better qalutiy made device (the first one, if the issue mentioned wasn't there). This shouldn't be the case as this leads to disappointment and all variants should be given the same attention/perfection with just internal hardware changes.OnePlus 8 will be my first and last device for a short period of time. Will look for a brand who cares. 3 out of 5.

  
",3.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  Great phone!Gaming performance is so great, device don't get heat up at all even at high settings!I played PUBG Mobile and details it provides were so exciting and make it feel real. Shadows of tree,stones, mud, etc. If you have small hands don't buy it for gaming, don't feel comfortable with small hands.Camera is good, can't say it is awesome!Battery life is great too, charge too fast!UI is as expected stock android, some pre-installed third party apps were also installed, you can uninstall all of them except Netflix.The back cover they provide is loose and cheap. Have to buy a new better one!Over all a great phone!Cheers! :)

  
",5.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  On the first glance you will feel the premium quality of the Oneplus 8.I have mentioned few good and bad points for quick understanding for every buyer -Good -Very good build qualityVivid displayExcellent performance and softwareSolid battery lifeDecent camera performanceChic designConsistent performanceOxygen OS is blissClass-leading displayBad-No IP rating or wireless chargingLow-light video could be betterBasic cameras setup

  
",5.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  I have bought one plus 8 just 3 days back and now i am facing multiple issues like battery backup i am getting for just 3-4 hours of screen on time also facing issues with mobile hotspot as when i am connecting it with my laptop its getting reconnecting again and again however when i am conneting another device hotspot with the same network its working also its getting heat every time often i use lite application like facebook whtsapp no have apps or games are there i have tried to contact one plus support on call, whtsapp and chat but there is no response from there side

  
",1.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  Camera quality is worst than OnePlus 6T

  
",1.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  Badly Heating Issue

  
",2.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  Great phone, Amazon delivers it within 10 hours of ordering really happy there,Pros: Beast performanceGreat battery LifeBrilliant ScreenFluid 90hzAnd blazing fast oxygen os5gCons:Camera: have a 2megapixel camera for the sake of having 3 camera on the backRest of the camera are only averageHopefully upadates can fix that and given one plus history I think they will!Curved screen cause accidental touches and most covers can't cover phone fully in the front due to display Hence its prone to break more than regular flat screen phone like 7tHave a little bit of weight due to larger batteryPrincing is highly agressive but could have provided wireless charging and headphone jackIn the same price!Overall good phone if you want a future proof phone but this eyes closedBut if you are on a budget 7t can mostly get you there with better camera and almost as fast snapdragon 855plusChoose wisely

  
",5.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  Obviously, you might have done extensive research, watched many review videos before coming here to make your purchase decision. There is only one way you will be happy with this purchase and that is, if you are looking for a slim, elegant, powerful, light weight device offering a premium in-hand feel. Day to day, if this is what is most important to you, then this is the device to get.Camera is going to serve you well on many occasions (when the lighting is good). People might have told you that the camera system is mediocre. That is not entirely true. There have been few software updates and I can confidently say that yes, the camera is neither great nor is it bad. It delivers decent pictures (when the lighting is good) and if you are not a absolute camera geek, then this will meet and succeed all of your expectations. Incase you are a camera geek, then get the 8Pro and dont think about saving money.Conclusion: Feels expensive and has a nice balance in the hand (Its very light and is a joy to use). The glacial green in matte finish is makes the front of the device look expensive (with the dark edge-to-edge AMOLED panel). It performs like it should. It has an QC 865 after all! It will easily get you through more than a day with a full charge. Its a very low risk decision. Cant go wrong - Just buy the damn thing!

  
",5.0 out of 5 stars
OnePlus 8 (Glacial Green 6GB RAM+128GB Storage),"









  
  
    
  With 3.5 mm jack adapter phone not giving any sound I tested many earphones but it does not work shame on you Oneplus

  
",1.0 out of 5 stars
